PCode,Sante ID,District ID,Nom Institute,Operating Organisation,Comment,Y DDS,Commune,Facility Name (English),Departemen,Categorie,Construction Type,X DDS,Source,FID Value,Commune Code,Facility Name (French),Fax,Accuracy,Region ID,Health Center ID,Facility Name (Kreyol),Type,Damage,Telephone,Commune ID,Address,Email,latitude,longitude
95478,0,1,CENTRE DE SANTE ET DE NUTRITION FOCOMEL,DR LEGER J,,18.523028,PETION-VILLE,,OUEST,C/S,,-72.225696,2005 MSPP database with geocodes,579,114,,,,1,1149004,,,,,14,,,18.5230280119,-72.225696602
95479,0,1,K-LA VI,STEPHANIA,,18.44885,KENSCOFF,,OUEST,Unknown,,-72.285004,2005 MSPP database with geocodes,580,115,,,,1,1159008,,,,,11,,,18.4488502062,-72.2850046906
95480,0,1,CENTRE DE SANTE ROSEMINA DE DIEGUE,MADAME ROL,,18.510686,PETION-VILLE,,OUEST,C/S,,-72.271772,2005 MSPP database with geocodes,581,114,,,,1,1149008,,,,,14,,,18.5106869451,-72.271772895
95481,0,1,CENTRE DE SANTE DE LA FRATERNITE,LOUIS ADRI,,18.467037,KENSCOFF,,OUEST,C/S,,-72.293916,2005 MSPP database with geocodes,582,115,,,,1,1159003,,,,,11,,,18.4670378246,-72.2939164919
11503,0,1,HOPITAL FERMATHE,"MISSION BAPTISTE DE FERMATHE, MSPP",Multiple records - possible location,18.467037,KENSCOFF,,OUEST,HOP,,-72.293916,2005 MSPP database with geocodes,583,115,,,,1,1159006,,PRI,,,11,,,18.4670378246,-72.2939164919
11417,131,1,CENTRE MEDICO SOCIAL DE THOMASSIN 25,MSPP,,18.485881,PETION-VILLE,,OUEST,CSL,,-72.312804,2005 MSPP database with geocodes,584,114,,,,1,1140586,,PRI,,,14,,,18.4858818451,-72.3128042861
95482,0,1,CENTRE COMMUNAUTAIRE DE FECA(FESSARD,,,18.485999,PETION-VILLE,,OUEST,C/S,,-72.343551,2005 MSPP database with geocodes,585,114,,,,1,1149001,,,,,14,,,18.4859998835,-72.3435516652
95483,0,1,JEAN MOSSANTO PEH'T,FOCAS / MA,,18.493693,PETION-VILLE,,OUEST,Unknown,,-72.340972,2005 MSPP database with geocodes,586,114,,,,1,1149018,,,,,14,,,18.4936936394,-72.3409721835
11403,117,1,CENTRE JN MOSSANTO PETIT,MADAME DIL,,18.498307,PETION-VILLE,,OUEST,CSL,,-72.31916,2005 MSPP database with geocodes,587,114,,,,1,1140589,,PRI,,,14,,,18.4983072701,-72.3191600608
95484,0,1,HOPITAL SAINT DAMIEN,NOS PETITS FRERES ET SOEURS,,18.518761,PETION-VILLE,,OUEST,HOP,,-72.291967,2005 MSPP database with geocodes,588,114,,,,1,1149016,,,,,14,,,18.5187612402,-72.291967736
95485,18,1,HOPITAL DE RABOTEAU,MSPP,,19.434024,GONAIVES,,ARTIBONITE,HOP,,-72.697696,2005 MSPP database with geocodes,589,511,,,,5,5110591,,,,,11,,,19.4340245519,-72.6976966248
95486,0,2,CENTRE DE SANTE DE SAVANNE AU LAIT,,,19.530021,OUANAMINTHE,,NORD EST,C/S,,-71.761248,2005 MSPP database with geocodes,590,421,,,,4,4219001,,,,,21,,,19.5300210639,-71.7612483814
95487,0,6,Service de SantT de PremiFre Echelon,Dr Duchatailly Raymond  Miss Belforte,,19.106597,SAINT-MARC,,ARTIBONITE,Other,,-72.702618,2005 MSPP database with geocodes,591,531,,,,5,5319010,,,,,31,,,19.1065974892,-72.7026185183
95488,6,2,DP DE CAP ROUGE,,,18.269869,CAYES-JACMEL,,SUD EST,DISP,,-72.425054,2005 MSPP database with geocodes,592,213,,,,2,2130594,,,,,13,,,18.2698694545,-72.4250541048
95489,1,6,CENTRE DE SANTE DE THIOTTE,MSPP / DSSE,,18.236537,THIOTTE,,SUD EST,C/S,,-71.860115,2005 MSPP database with geocodes,593,233,,,,2,2330595,,,,,33,,,18.2365371705,-71.8601154591
95490,7,6,CENTRE DE SANTE SAVANNE ZOMBIE,MSPP / DSSE,,18.276351,THIOTTE,,SUD EST,C/S,,-71.810744,2005 MSPP database with geocodes,594,233,,,,2,2330596,,,,,33,,,18.2763517877,-71.8107443742
95491,1,5,CENTRE DE SANTE DE BELLE ANSE,MSPP,,18.237853,BELLE ANSE,,SUD EST,C/S,,-72.063624,2005 MSPP database with geocodes,595,231,,,,2,2310597,,,,,31,,,18.2378532665,-72.0636249764
95492,2,5,DISPENSAIRE DE MAPOU,MSPP / DSSE,,18.264678,BELLE ANSE,,SUD EST,DISP,,-71.97165,2005 MSPP database with geocodes,596,231,,,,2,2310598,,,,,31,,,18.2646785522,-71.9716501563
95493,2,6,DISPENSAIRE GRAND GOSIER,MSPP / DSSE,,18.186518,THIOTTE,,SUD EST,DISP,,-71.918192,2005 MSPP database with geocodes,597,233,,,,2,2330599,,,,,33,,,18.1865188137,-71.9181920777
95494,6,6,CENTRE DE SANTE DE BOUDARIN,MSPP / DSSE,,18.259111,GRAND GOSIER,,SUD EST,C/S,,-71.894717,2005 MSPP database with geocodes,598,232,,,,2,2320600,,,,,32,,,18.2591111022,-71.894717238
95495,1,2,CENTRE DE SANTE DE MARIGOT,,,18.231652,MARIGOT,,SUD EST,C/S,,-72.326376,2005 MSPP database with geocodes,599,212,,,,2,2120601,,,,,12,,,18.2316526271,-72.3263766142
95496,2,2,CENTRE DE SANTE DE CAYES-JACMEL,,,18.231002,CAYES-JACMEL,,SUD EST,C/S,,-72.397879,2005 MSPP database with geocodes,600,213,,,,2,2130602,,,,,13,,,18.2310029344,-72.397879443
95497,4,6,CENTRE DE SANTE DE BANANE,,,18.144125,ANSE-A-PITRE,,SUD EST,C/S,,-71.760693,2005 MSPP database with geocodes,601,234,,,,2,2340603,,,,,34,,,18.1441254261,-71.7606937473
95498,1,3,CENTRE DE SANTE DE BAINET,,,18.183016,BAINET,,SUD EST,C/S,,-72.755174,2005 MSPP database with geocodes,602,221,,,,2,2210604,,,,,21,,,18.1830163317,-72.755174572
95499,3,6,CENTRE DE SANTE D'ANSE A PITRES,,Multiple records - possible location,18.042243,ANSE-A-PITRE,,SUD EST,C/S,,-71.757139,2005 MSPP database with geocodes,603,234,,,,2,2340605,,,,,34,,,18.0422432728,-71.7571399676
95500,3,2,CENTRE DE SANTE DE PEREDO,,,18.247807,MARIGOT,,SUD EST,C/S,,-72.30442,2005 MSPP database with geocodes,604,212,,,,2,2120606,,,,,12,,,18.2478071134,-72.304420313
95501,3,4,DP DE BOUCAN BELIER,,,18.26344,COTE-DE-FER,,SUD EST,DISP,,-72.954559,2005 MSPP database with geocodes,605,222,,,,2,2220607,,,,,22,,,18.2634403793,-72.9545599203
95502,1,4,DP DE GRIS GRIS,,,18.232047,COTE-DE-FER,,SUD EST,DISP,,-72.941001,2005 MSPP database with geocodes,606,222,,,,2,2220608,,,,,22,,,18.2320474025,-72.9410019595
95503,4,4,DP DE RICOT,,,18.260218,COTE-DE-FER,,SUD EST,DISP,,-72.990679,2005 MSPP database with geocodes,607,222,,,,2,2220609,,,,,22,,,18.2602186847,-72.9906794137
95504,2,5,CENTRE DE SANTE DE SAINT LOUIS DU NORD,MSPP,,19.931646,SAINT LOUIS DU NORD,,NORD OUEST,C/S,,-72.720433,2005 MSPP database with geocodes,608,921,,,,9,9210610,,,,,21,,,19.9316461262,-72.7204333248
95505,0,5,CENTRE DE SANTE MISSION CHRETIENNE,ONG MISSIONNAIRE ETRANGER,,19.931387,SAINT LOUIS DU NORD,,NORD OUEST,C/S,,-72.720656,2005 MSPP database with geocodes,609,921,,,,9,9219001,,,,,21,,,19.9313870868,-72.7206566867
95506,1,5,CENTRE DE SANTE SAINT JOSEPH DE BONNEAU,EGLISE CATHOLIQUE,,19.906045,SAINT LOUIS DU NORD,,NORD OUEST,C/S,,-72.655338,2005 MSPP database with geocodes,610,921,,,,9,9210612,,,,,21,,,19.9060450569,-72.6553387532
95507,4,5,DISPENSAIRE DE DESGRANGES,MSPP,,19.924548,SAINT LOUIS DU NORD,,NORD OUEST,DISP,,-72.707834,2005 MSPP database with geocodes,611,921,,,,9,9210613,,,,,21,,,19.924548053,-72.7078345464
95508,12,5,DISPENSAIRE DE ZABRICO,INITIATIVE PERSONNELLE AVEC AIDE DU MSPP,,19.912982,SAINT LOUIS DU NORD,,NORD OUEST,DISP,,-72.696934,2005 MSPP database with geocodes,612,921,,,,9,9210614,,,,,21,,,19.9129827246,-72.6969345
95509,11,5,DISPENSAIRE DE VILLACEAU,CARITAS,,19.937062,SAINT LOUIS DU NORD,,NORD OUEST,DISP,,-72.737899,2005 MSPP database with geocodes,613,921,,,,9,9210615,,,,,21,,,19.9370624198,-72.7378992374
95510,0,6,La SantT de vos Enfants,Dr Guerda Victoie Dubuisson,,19.084613,SAINT-MARC,,ARTIBONITE,Other,,-72.699654,2005 MSPP database with geocodes,614,531,,,,5,5319007,,,,,31,,,19.0846131124,-72.699654025
95511,0,2,DISPENSAIRE COUPE MARDI - GRAS,,,18.823888,SAUT-D'EAU,,CENTRE,DISP,,-72.271943,2005 MSPP database with geocodes,615,622,,,,6,6229001,,,,,22,,,18.8238883429,-72.2719432541
95512,25,2,FOND MICHEL,,,18.710276,MIREBALAIS,,CENTRE,Other,,-72.157775,2005 MSPP database with geocodes,616,621,,,,6,6210618,,,,,21,,,18.7102760374,-72.1577759783
95513,0,1,DISPENSAIRE DE LA BELONNE,,,19.166674,HINCHE,,CENTRE,DISP,,-72.05,2005 MSPP database with geocodes,617,611,,,,6,6119004,,,,,11,,,19.1666747619,-72.050000095
95514,0,1,DISPENSAIRE LA STE FAMILLE CERCA CARVAJAL,,,19.272916,CERCA CARVAJAL,,CENTRE,DISP,,-71.942418,2005 MSPP database with geocodes,618,614,,,,6,6149001,,,,,14,,,19.272916519,-71.9424181997
95515,3,2,CENTRE DE SANTE DE SAUT - D'EAU (CSSD),,,18.818461,SAUT-D'EAU,,CENTRE,C/S,,-72.201872,2005 MSPP database with geocodes,619,622,,,,6,6220621,,,,,22,,,18.8184610834,-72.2018723968
95516,4,5,SELPETRE,,,19.141291,MAISSADE,,CENTRE,Other,,-72.19139,2005 MSPP database with geocodes,620,612,,,,6,6120622,,,,,12,,,19.1412919809,-72.191390207
95517,0,2,DISPENSAIRE DE COLOMBIER,,,18.766032,MIREBALAIS,,CENTRE,DISP,,-71.952866,2005 MSPP database with geocodes,621,621,,,,6,6219002,,,,,21,,,18.7660325201,-71.952866242
95518,4,1,DISPENSAIRE DE BOCBANIC,,,19.049998,THOMASSIQUE,,CENTRE,DISP,,-71.750002,2005 MSPP database with geocodes,622,642,,,,6,6420624,,,,,42,,,19.0499988065,-71.7500020417
95519,0,5,OSSENANDE,,,19.20221,MAISSADE,,CENTRE,Other,,-72.133687,2005 MSPP database with geocodes,623,612,,,,6,6129002,,,,,12,,,19.2022104643,-72.1336875019
95520,5,1,DISPENSAIRE CERCA - CARVAJAL,,,19.269479,CERCA CARVAJAL,,CENTRE,DISP,,-71.937177,2005 MSPP database with geocodes,624,614,,,,6,6140626,,,,,14,,,19.2694795907,-71.9371776913
95521,5,5,DISPENSAIRE DE CINQUIEME,,,19.166666,MAISSADE,,CENTRE,DISP,,-72.149999,2005 MSPP database with geocodes,625,612,,,,6,6120627,,,,,12,,,19.1666662105,-72.1499991959
95522,2,5,BOIS - ROUGE,SAVE THE CHILDREN,,19.112799,MAISSADE,,CENTRE,Other,,-72.21179,2005 MSPP database with geocodes,626,612,,,,6,6120628,,,,,12,,,19.1127999019,-72.2117907239
95523,0,1,DISPENSAIRE DE OUANGOUMAN,,,19.159679,HINCHE,,CENTRE,DISP,,-71.89257,2005 MSPP database with geocodes,627,611,,,,6,6119005,,,,,11,,,19.1596799933,-71.8925702243
95524,0,4,CLINIQUE DE L'INCARNATION DOS - PALAIS,,,18.832346,BELLADERE,,CENTRE,C/S,,-71.883381,2005 MSPP database with geocodes,628,632,,,,6,6329003,,,,,32,,,18.8323465054,-71.883381406
95525,0,5,CENTRE DE SANTE DE THOMONDE,THOMONDE,,19.017612,THOMONDE,,CENTRE,C/S,,-71.964794,2005 MSPP database with geocodes,629,613,,,,6,6139001,,,,,12,,,19.0176121749,-71.9647940303
95526,0,1,MONTE GRANDE,,,19.244417,CECA LA SOURCE,,CENTRE,Other,,-71.728086,2005 MSPP database with geocodes,630,641,,,,6,6419003,,,,,41,,,19.244417315,-71.7280862997
95527,0,1,NOTRE DAME DE FATIMA,,,19.183329,HINCHE,,CENTRE,Other,,-71.950005,2005 MSPP database with geocodes,631,611,,,,6,6119010,,,,,11,,,19.1833293848,-71.9500055037
95528,0,1,DISPENSAIRE ABRIOT,,,19.06666,HINCHE,,CENTRE,DISP,,-72.116675,2005 MSPP database with geocodes,632,611,,,,6,6119003,,,,,11,,,19.0666602947,-72.1166753194
95529,0,1,CENTRE DE SANTE PERE LOUIS FANESE LOUIS CHARLES,,,19.130277,HINCHE,,CENTRE,C/S,,-71.986798,2005 MSPP database with geocodes,633,611,,,,6,6119002,,,,,11,,,19.1302773494,-71.986798846
95530,13,1,ABRICOT,,,19.066135,HINCHE,,CENTRE,Other,,-72.083346,2005 MSPP database with geocodes,634,611,,,,6,6110636,,,,,11,,,19.0661358773,-72.083346324
95531,4,3,DISPENSAIRE SAVANNE CARREE,MSPP,,19.441674,ENNERY,,ARTIBONITE,DISP,,-72.438467,2005 MSPP database with geocodes,635,512,,,,5,5120637,,,,,12,,,19.4416748258,-72.4384670105
95532,11,5,DISPENSAIRE SANOIX,,,19.226736,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.581211,2005 MSPP database with geocodes,636,541,,,,5,5410638,,,,,41,,,19.2267368493,-72.5812113857
95533,10,5,DISPENSAIRE DE COUPE A L'INDE,,,19.280966,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.478275,2005 MSPP database with geocodes,637,541,,,,5,5410639,,,,,41,,,19.2809668867,-72.4782750577
95534,15,5,DISPENSAIRE CHENOT,,,19.153984,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.333534,2005 MSPP database with geocodes,638,541,,,,5,5410640,,,,,41,,,19.1539840952,-72.3335348256
95535,14,5,DISPENSAIRE SAINTE CLAIRE,SOEURS D'OTTAWA,,19.26471,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.51772,2005 MSPP database with geocodes,639,541,,,,5,5410641,,,,,41,,,19.2647101647,-72.5177208316
95536,16,5,DISPENSAIRE OGE,MSPP,,19.203742,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.498399,2005 MSPP database with geocodes,640,541,,,,5,5410642,,,,,41,,,19.2037425498,-72.4983996055
95537,5,5,DISPENSAIRE LA CROIX,,,19.192282,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.323224,2005 MSPP database with geocodes,641,541,,,,5,5410643,,,,,41,,,19.192282671,-72.3232241621
95538,9,5,DISPENSAIRE POSTE - PIERROT,,,19.212258,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.455151,2005 MSPP database with geocodes,642,541,,,,5,5410644,,,,,41,,,19.2122587219,-72.4551513087
95539,12,5,DISPENSAIRE DESEAUX,,,19.260782,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.579742,2005 MSPP database with geocodes,643,541,,,,5,5410645,,,,,41,,,19.2607827188,-72.5797423234
95540,13,5,DISPENSAIRE GRANDE HATTE,,,19.144335,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.430159,2005 MSPP database with geocodes,644,541,,,,5,5410646,,,,,41,,,19.1443357708,-72.4301594911
95541,3,5,DISPENSAIRE DE PELISSIER,,,19.230124,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.550727,2005 MSPP database with geocodes,645,541,,,,5,5410647,,,,,41,,,19.2301245222,-72.5507279881
95542,5,4,DISPENSAIRE DE BAS DE SAULT,MSPP,,19.452354,SAINT-MICHEL,,ARTIBONITE,DISP,,-72.32081,2005 MSPP database with geocodes,646,551,,,,5,5510648,,,,,51,,,19.4523541216,-72.3208104968
95543,6,4,DISPENSAIRE DE L'ERMITHE,,,19.249333,SAINT-MICHEL,,ARTIBONITE,DISP,,-72.281095,2005 MSPP database with geocodes,647,551,,,,5,5510649,,,,,51,,,19.2493337279,-72.2810956352
95544,19,5,DISPENSAIRE SAINTE ROSE DE LIMA,,,19.138124,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.327709,2005 MSPP database with geocodes,648,541,,,,5,5410650,,,,,41,,,19.1381243818,-72.3277091321
95545,0,3,CENTRE DE SANTE DE MARMELADE,MSPP,,19.51827,MARMELADE,,ARTIBONITE,C/S,,-72.361379,2005 MSPP database with geocodes,649,552,,,,5,5529001,,,,,52,,,19.5182701921,-72.3613792552
95546,3,4,DISPENSAIRE DE MAMONT,,,19.314418,SAINT-MICHEL,,ARTIBONITE,DISP,,-72.431867,2005 MSPP database with geocodes,650,551,,,,5,5510652,,,,,51,,,19.3144183724,-72.4318676278
95547,4,4,DISPENSAIRE GADE BAPTISTE,MSPP,,19.289814,SAINT-MICHEL,,ARTIBONITE,DISP,,-72.353736,2005 MSPP database with geocodes,651,551,,,,5,5510653,,,,,51,,,19.2898146937,-72.3537368763
95548,0,4,DISPENSAIRE LIVING HOPE,,,19.418205,SAINT-MICHEL,,ARTIBONITE,DISP,,-72.377779,2005 MSPP database with geocodes,652,551,,,,5,5519001,,,,,51,,,19.418205713,-72.3777796991
95549,2,4,DISPENSAIRE DE LALOMAS,MSPP,,19.451293,SAINT-MICHEL,,ARTIBONITE,DISP,,-72.280496,2005 MSPP database with geocodes,653,551,,,,5,5510655,,,,,51,,,19.4512932062,-72.2804963729
95550,4,5,CENTRE DE SANTE DE L'ESTERE,MSPP,,19.304829,L'ESTERE,,ARTIBONITE,C/S,,-72.610047,2005 MSPP database with geocodes,654,513,,,,5,5130656,,,,,13,,,19.3048293648,-72.6100470504
95551,21,1,CENTRE DE SANTE TERRE - NEUVE,MSPP,,19.598861,TERRE NEUVE,,ARTIBONITE,C/S,,-72.780749,2005 MSPP database with geocodes,655,522,,,,5,5220657,,,,,22,,,19.5988616058,-72.7807495328
95552,2,2,DISPENSAIRE DAVID,MSPP,,19.731412,GROS MORNE,,ARTIBONITE,DISP,,-72.727495,2005 MSPP database with geocodes,656,521,,,,5,5210658,,,,,21,,,19.7314122099,-72.7274952835
95553,3,1,CENTRE DE SANTE D'ANSE ROUGE,MSPP,,19.63236,ANSE ROUGE,,ARTIBONITE,C/S,,-73.054655,2005 MSPP database with geocodes,657,523,,,,5,5230659,,,,,23,,,19.6323605488,-73.0546555998
95554,16,1,DISPENSAIRE ATREI,COMMUNAUTAIRE,,19.637969,ANSE ROUGE,,ARTIBONITE,DISP,,-72.915131,2005 MSPP database with geocodes,658,523,,,,5,5230660,,,,,23,,,19.6379695216,-72.9151314568
95555,7,2,DISPENSAIRE MOULIN,,,19.645904,GROS MORNE,,ARTIBONITE,DISP,,-72.719826,2005 MSPP database with geocodes,659,521,,,,5,5210661,,,,,21,,,19.6459044779,-72.7198269787
95556,9,2,DISPENSAIRE DE VERNEUIL,,,19.77151,GROS MORNE,,ARTIBONITE,DISP,,-72.672663,2005 MSPP database with geocodes,660,521,,,,5,5210662,,,,,21,,,19.7715109361,-72.6726632471
95557,6,2,DISPENSAIRE DE TREUIL,,,19.762234,GROS MORNE,,ARTIBONITE,DISP,,-72.658002,2005 MSPP database with geocodes,661,521,,,,5,5210663,,,,,21,,,19.762234276,-72.6580024007
95558,5,2,CENTRE DE SANTE SOS FRANCE,,,19.669785,GROS MORNE,,ARTIBONITE,C/S,,-72.684013,2005 MSPP database with geocodes,662,521,,,,5,5210664,,,,,21,,,19.669785994,-72.6840131181
95559,3,2,DISPENSAIRE PENDU,MSPP,,19.786092,GROS MORNE,,ARTIBONITE,DISP,,-72.733523,2005 MSPP database with geocodes,663,521,,,,5,5210665,,,,,21,,,19.7860926817,-72.7335231281
95560,4,2,DISPENSAIRE RIVIERE MANCELLE,,,19.664345,GROS MORNE,,ARTIBONITE,DISP,,-72.697762,2005 MSPP database with geocodes,664,521,,,,5,5210666,,,,,21,,,19.6643452788,-72.6977625659
95561,14,1,DISPENSAIRE TENTE,COMMUNAUTAIRE,,19.670865,ANSE ROUGE,,ARTIBONITE,DISP,,-73.02462,2005 MSPP database with geocodes,665,523,,,,5,5230667,,,,,23,,,19.6708655351,-73.0246209807
95562,1,5,DISPENSAIRE LA CROIX MISSIONNAIRE DE PERISSE,,,19.345861,L'ESTERE,,ARTIBONITE,DISP,,-72.572105,2005 MSPP database with geocodes,666,513,,,,5,5130668,,,,,13,,,19.3458618892,-72.5721058404
95563,8,5,DISPENSAIRE DE NIEL,,,19.231942,DESSALINES / MARCHANDES,,ARTIBONITE,DISP,,-72.532132,2005 MSPP database with geocodes,667,541,,,,5,5410669,,,,,41,,,19.2319427991,-72.5321327653
95564,0,1,VDH JACMEL,Jounel Decembre,,18.234969,JACMEL,,SUD EST,Unknown,,-72.526821,2005 MSPP database with geocodes,668,211,,,,2,2119005,,,,,11,,,18.2349693151,-72.5268212174
95565,0,1,CAP HAITIEN HOSPITAL CENTRE DE SANTE HEALTH,,,19.753388,CAP HAITIEN,,NORD,HOP,,-72.206833,HHS_20100120,669,311,,,,3,3119002,,,Undetermined,,11,,,19.753388,-72.206833
95566,0,1,CAP HAITIEN CLINIC MILITARY,,Unknown location for this facility,19.750611,CAP HAITIEN,,NORD,C/S,,-72.199611,HHS_20100120,670,311,,,,3,3119001,,,Undetermined,,11,,,19.750611,-72.199611
95567,0,2,GRANDE RIVIERE DU NORD HOSPITAL MENNONITE,,Multiple records - Alternate location,19.583333,GRANDE RIVIERE DU NORD,,NORD,HOP,,-72.183333,HHS_20100120,671,331,,,,3,3319001,,,Undetermined,,31,,,19.583333,-72.183333
95568,0,1,CAP HAITIEN HOSPITAL PSYCHIATRIC,,,19.767277,CAP HAITIEN,,NORD,HOP,,-72.216277,HHS_20100120,672,311,,,,3,3119004,,,Undetermined,,11,,,19.767277,-72.216277
95569,0,9,FOND PARISIEN HOSPITAL HEALTH CENTER,,,18.5,GANTHIER,,OUEST,HOP,,-72.0,HHS_20100120,673,133,,,,1,1339002,,,Undetermined,,33,,,18.5,-72.0
95570,0,1,HINCHE HOSPITAL SACRE COEUR,,,19.15,HINCHE,,CENTRE,HOP,,-72.016666,HHS_20100120,674,611,,,,6,6119007,,,Operational,,11,,,19.15,-72.016666
95571,0,2,MIREBALAIS CLINIC PROFAMIL FAMILY PLAN,,,18.833333,MIREBALAIS,,CENTRE,C/S,,-72.1,HHS_20100120,675,621,,,,6,6219004,,,Undetermined,,21,,,18.833333,-72.1
95572,0,6,THIOTE HOSPITAL BON BERGER,,,18.25,THIOTTE,,SUD EST,HOP,,-71.85,HHS_20100120,676,233,,,,2,2339002,,,Undetermined,,33,,,18.25,-71.85
95573,0,1,PORT AU PRINCE HOSPITAL ASILE COMMUNAL,,,18.555277,PORT-AU-PRINCE,,OUEST,HOP,,-72.338333,HHS_20100120,677,111,,,,1,1119054,,,Damaged,,11,,,18.555277,-72.338333
95574,0,1,PORT AU PRINCE HOSPITAL MATERNITE ISAIE JEANTY,,,18.564444,DELMAS,,OUEST,HOP,,-72.335833,HHS_20100120,678,112,,,,1,1129050,,,Damaged,,12,,,18.564444,-72.335833
95575,0,7,LIMBE HOSPITAL SAINT JEAN DU LIMBE,,,19.7,PILATE,,NORD,HOP,,-72.6,HHS_20100120,679,372,,,,3,3729001,,,Undetermined,,72,,,19.7,-72.6
95576,0,2,JEREMIE HOSPITAL SAINT ANTOINE,,,18.644722,JEREMIE,,GRANDE ANSE,HOP,,-74.117777,HHS_20100120,680,811,,,,8,8119008,,,Undetermined,,11,,,18.644722,-74.117777
95577,0,1,PORT AU PRINCE CLINIC CENTRE DE SANTE DU PORTAIL,,Multiple records - Alternate location,18.536111,PORT-AU-PRINCE,,OUEST,CSL,,-72.348055,HHS_20100120,681,111,,,,1,1119052,,,Undetermined,,11,,,18.536111,-72.348055
95578,0,4,BASSIN BLEU HOSPITAL HEALTH CENTER,,,19.783333,BASSIN BLEU,,NORD OUEST,HOP,,-72.8,HHS_20100120,682,913,,,,9,9139001,,,Undetermined,,13,,,19.783333,-72.8
95579,0,1,HINCHE CLINIC CATHOLIC CLINIC,,,19.15,HINCHE,,CENTRE,C/S,,-72.016666,HHS_20100120,683,611,,,,6,6119006,,,Undetermined,,11,,,19.15,-72.016666
95580,0,2,OUANAMINTHE CLINIC SOCIAL MEDICAL CENTER,,,19.55,OUANAMINTHE,,NORD EST,C/S,,-71.733333,HHS_20100120,684,421,,,,4,4219004,,,Undetermined,,21,,,19.55,-71.733333
95581,0,1,PORT AU PRINCE HOSPITAL BERNARD MEVS,,,18.55018,DELMAS,,OUEST,HOP,,-72.310213,HHS_20100120,685,112,,,,1,1129046,,,Undetermined,,12,,,18.55018,-72.310213
95582,0,1,PORT AU PRINCE CLINIC CENTRE DE SANTE ELIAZER,,,18.51683,PETION-VILLE,,OUEST,C/S,,-72.288255,HHS_20100120,686,114,,,,1,1149021,,,Undetermined,,14,,,18.5168300185,-72.2882555931
95583,0,2,MILOT HOSPITAL HEALTH CENTER,,,19.616666,MILOT,,NORD,HOP,,-72.216666,HHS_20100120,687,323,,,,3,3239001,,,Undetermined,,23,,,19.616666,-72.216666
95584,0,1,FRERES HOSPITAL DE LA COMMUNAUTEE HATIENNE,,,18.524166,PETION-VILLE,,OUEST,HOP,,-72.2725,HHS_20100120,688,114,,,,1,1149014,,,Damaged,,14,,,18.524166,-72.2725
95585,0,1,THOMASSIQUE CLINIC DISPENSAIRE SAINT THOMAS,,,19.083333,THOMASSIQUE,,CENTRE,C/S,,-71.833333,HHS_20100120,689,642,,,,6,6429001,,,Undetermined,,42,,,19.083333,-71.833333
95586,0,1,CERCA LA SOURCE HOSPITAL HEALTH CENTER,,,19.166666,CECA LA SOURCE,,CENTRE,HOP,,-71.783333,HHS_20100120,690,641,,,,6,6419002,,,Undetermined,,41,,,19.166666,-71.783333
95587,0,2,MIREBALAIS HOSPITAL COMMUNAUTAIRE,,,18.833333,MIREBALAIS,,CENTRE,HOP,,-72.1,HHS_20100120,691,621,,,,6,6219005,,,Undetermined,,21,,,18.833333,-72.1
95588,0,3,MONT ORGANISE CLINIC SOCIAL MEDICAL CENTER,,,19.4,MONT ORGANISE,,NORD EST,C/S,,-71.783333,HHS_20100120,692,423,,,,4,4239002,,,Undetermined,,31,,,19.4,-71.783333
95589,0,6,PIERRE CLINIC PAYDEN HEALTH CENTER,,,19.0,SAINT-MARC,,ARTIBONITE,C/S,,-72.733333,HHS_20100120,693,531,,,,5,5319008,,,Undetermined,,31,,,19.0,-72.733333
31100,0,1,CAP HAITIEN HOSPITAL JUSTINIEN,,Multiple records - Alternate location,19.762697,CAP HAITIEN,,NORD,HOP,,-72.206325,HHS_20100120,694,311,,,,3,3119003,,PUB,Undetermined,,11,,,19.762697,-72.206325
95590,0,7,PILATE HOSPITAL,,,19.666666,PILATE,,NORD,HOP,,-72.55,HHS_20100120,695,372,,,,3,3729002,,,Undetermined,,72,,,19.666666,-72.55
95591,0,1,TURGEAU HOSPITAL HEALTH CENTER SODEC,,,18.533333,PORT-AU-PRINCE,,OUEST,HOP,,-72.316666,HHS_20100120,696,111,,,,1,1119067,,,Undetermined,,11,,,18.533333,-72.316666
95592,0,1,PORT AU PRINCE CLINIC CENTRE DE SANTE DE CATHEDRALE,,,18.549,PORT-AU-PRINCE,,OUEST,C/S,,-72.339333,HHS_20100120,697,111,,,,1,1119051,,,Undetermined,,11,,,18.549,-72.339333
